STD,Skew,kurtosis,PP,Sigma,Class
53.58,0.27,-1.03,0.034131479,15.4,ocean
54.06,0.25,-1,0.032491581,15.42,ocean
46.35,0.46,-0.83,0.038615237,16.72,ocean
49.65,0.35,-1.13,0.039069347,16.87,ocean
50.01,0.4,-0.73,0.038419464,17.04,ocean
46.82,0.44,-0.99,0.040248585,17.18,ocean
54.43,0.21,-1.09,0.031800958,16.88,ocean
53.55,0.28,-0.99,0.036455503,16.73,ocean
53.04,0.25,-0.99,0.034488366,17.13,ocean
50.17,0.34,-1.23,0.038043882,16.68,ocean
48.92,0.37,-1.11,0.038560797,16.94,ocean
53.59,0.27,-1.06,0.036008044,17.2,ocean
54.1,0.25,-1.05,0.030411477,15.38,ocean
45.87,0.48,-0.81,0.04128228,17.05,ocean
51.14,0.34,-0.63,0.036942231,17.02,ocean
57.47,0.1,-1.31,0.032594586,16.73,ocean
46.77,0.44,-0.8,0.034133684,16.82,ocean
48.49,0.39,-1,0.035726201,16.46,ocean
47.75,0.41,-1.02,0.041709468,17.09,ocean
48.09,0.4,-1.08,0.03887511,17.19,ocean
44.86,0.52,-0.85,0.0356877,17.18,ocean
52.74,0.17,-0.76,0.036627672,17.31,ocean
45.23,0.48,-0.73,0.040158711,17.01,ocean
45.66,0.49,-0.95,0.039218796,17.18,ocean
57.01,0.15,-1.16,0.028645348,15.1,ocean
53.87,0.26,-0.97,0.031972582,16.95,ocean
44.6,0.53,-0.84,0.038329358,16.86,ocean
52.18,0.27,-0.8,0.034927374,16.85,ocean
54.51,0.24,-1.09,0.028625554,15.08,ocean
56.46,0.17,-1.15,0.038062244,16.65,ocean
48.72,0.4,-0.57,0.034207106,16.42,ocean
50.5,0.38,-0.7,0.040038685,17.76,ocean
46.71,0.45,-0.95,0.039770583,16.72,ocean
49.89,0.34,-1.19,0.037312668,16.9,ocean
46.8,0.44,-1.01,0.035258647,16.78,ocean
45.64,0.49,-0.82,0.038343801,16.96,ocean
53.01,0.29,-0.83,0.034962349,16.99,ocean
53.74,0.27,-0.99,0.037272348,17.81,ocean
51.98,0.33,-0.92,0.03159865,16.47,ocean
49.14,0.36,-1.07,0.040443243,16.94,ocean
54.03,0.25,-0.96,0.039070511,16.92,ocean
50.34,0.37,-0.78,0.033806544,16.1,ocean
49.84,0.34,-1.12,0.039848886,16.6,ocean
48.83,0.37,-1.04,0.037637663,16.91,ocean
52.58,0.3,-0.93,0.037768699,18.2,ocean
45.18,0.51,-0.94,0.034633172,17.5,ocean
54.19,0.25,-0.98,0.041158298,17.69,ocean
52.56,0.31,-0.97,0.027693942,15.24,ocean
49.48,0.42,-0.75,0.039168634,16.95,ocean
47.94,0.41,-1.02,0.041417949,16.87,ocean
55.51,0.21,-1.05,0.035541669,16.74,ocean
49.09,0.37,-1.23,0.03492073,17.19,ocean
46.11,0.46,-0.94,0.044590096,17.02,ocean
50.64,0.38,-0.84,0.033916068,15.57,ocean
52.66,0.31,-1.02,0.035332288,15.03,ocean
47.31,0.43,-0.9,0.035837051,16.87,ocean
47.5,0.42,-1.02,0.034600386,16.74,ocean
49.59,0.36,-1.1,0.034378169,16.73,ocean
50.36,0.38,-0.77,0.03251615,17.63,ocean
49.89,0.41,-0.81,0.030271452,15.79,ocean
47.74,0.42,-0.99,0.041350369,16.94,ocean
49.62,0.35,-1.14,0.035505353,16.64,ocean
52.01,0.33,-0.85,0.038946869,18.73,ocean
54.21,0.25,-1.1,0.037784966,16.92,ocean
47.5,0.43,-1.07,0.037631482,16.98,ocean
49.78,0.4,-0.81,0.035510067,15.84,ocean
48,0.41,-1.02,0.037899028,16.78,ocean
51.46,0.32,-0.93,0.031870598,17.09,ocean
53.91,0.26,-1.04,0.030586471,15.2,ocean
56.39,0.17,-1.08,0.028177753,15.19,ocean
51.3,0.32,-0.91,0.035544715,16.83,ocean
50.73,0.36,-0.72,0.03816036,17.68,ocean
49.02,0.36,-1.09,0.03750191,16.87,ocean
51.64,0.33,-0.86,0.030491252,15.71,ocean
49.12,0.37,-1.11,0.033289631,16.53,ocean
54.42,0.24,-0.99,0.036560894,18.3,ocean
51.45,0.35,-0.82,0.032405194,16.23,ocean
47.54,0.42,-1.07,0.037080773,16.78,ocean
53.65,0.26,-0.97,0.029814358,15.09,ocean
47.79,0.42,-0.99,0.035766484,17.02,ocean
48.52,0.38,-1.05,0.039425952,17.05,ocean
47.94,0.42,-1.09,0.043610977,17.07,ocean
47.9,0.4,-1.04,0.04235571,16.7,ocean
45.1,0.51,-0.74,0.037941837,16.89,ocean
54.32,0.21,-1.02,0.032270438,17.05,ocean
52.25,0.32,-0.89,0.034890128,16.3,ocean
54.84,0.22,-0.97,0.037534278,16.6,ocean
45.55,0.48,-0.71,0.038732727,16.67,ocean
44.21,0.53,-0.61,0.038090339,16.78,ocean
46.26,0.46,-0.93,0.040387065,17.27,ocean
53.39,0.25,-1.23,0.039247004,17.42,ocean
54.8,0.23,-1.01,0.034554995,16.46,ocean
55.63,0.19,-0.99,0.030354148,16.95,ocean
44.84,0.52,-0.8,0.039480652,17.06,ocean
47.97,0.41,-1.11,0.040000879,16.99,ocean
52.19,0.29,-0.97,0.034893156,17.3,ocean
46.27,0.47,-0.95,0.043576469,16.99,ocean
55.6,0.16,-1.05,0.034871247,17.12,ocean
54.6,0.19,-1.05,0.031231652,16.74,ocean
50.01,0.39,-0.6,0.030973997,15.39,ocean
47.85,0.42,-1,0.034879618,16.92,ocean
47.12,0.44,-1.04,0.038678481,17.01,ocean
54.28,0.25,-0.96,0.031540966,16.9,ocean
46.62,0.45,-0.81,0.035411863,16.78,ocean
53.21,0.28,-0.96,0.039713224,17.64,ocean
40.51,0.71,-0.63,0.032994419,18.35,ocean
55.62,0.2,-1.08,0.033031188,16.27,ocean
54.75,0.23,-1.12,0.035552197,17.43,ocean
53.74,0.27,-1,0.031895509,16.18,ocean
47.07,0.44,-0.99,0.03688962,16.78,ocean
48.62,0.38,-1.14,0.036782699,16.86,ocean
53.19,0.25,-1,0.033765385,16.97,ocean
50.84,0.36,-0.9,0.038061359,17.6,ocean
50.08,0.35,-0.75,0.034377159,16.72,ocean
51.02,0.35,-0.9,0.037189689,18.12,ocean
38.07,0.73,-0.72,0.0456723,18.48,ocean
45.91,0.47,-0.9,0.03964888,16.94,ocean
53.94,0.22,-1.01,0.034007428,17,ocean
47.56,0.42,-1.03,0.034801361,16.96,ocean
56.62,0.16,-1.1,0.034814894,16.77,ocean
53.02,0.29,-1.01,0.030746747,15.2,ocean
43.68,0.54,-0.3,0.037741967,16.97,ocean
47.14,0.43,-1.07,0.037853496,17.54,ocean
54.95,0.19,-1.08,0.033315879,17.19,ocean
56.99,0.03,-1.1,0.031901222,16.8,ocean
53.74,0.22,-0.99,0.033917858,16.58,ocean
55.32,0.21,-1.09,0.040205275,18.23,ocean
55.45,0.18,-1.16,0.033419685,17,ocean
50.26,0.33,-1.13,0.034675594,16.79,ocean
53.3,0.26,-1.19,0.038084916,17.01,ocean
53.74,0.27,-0.98,0.030301881,15.94,ocean
47.23,0.42,-0.91,0.037049244,16.76,ocean
44.38,0.52,-0.73,0.038685285,16.93,ocean
44.29,0.53,-0.79,0.039146454,16.96,ocean
44.75,0.5,-0.59,0.035915001,17.06,ocean
52.85,0.3,-0.88,0.031041058,16.15,ocean
46.21,0.47,-0.82,0.04264844,16.88,ocean
57.26,0.1,-1.21,0.032183403,16.66,ocean
54.54,0.24,-1.01,0.037428659,16.49,ocean
47.45,0.42,-1.07,0.042070861,17.07,ocean
47,0.43,-0.98,0.038787379,16.72,ocean
51.54,0.35,-0.98,0.036021938,16.83,ocean
53.08,0.25,-1.05,0.038925563,16.64,ocean
43.67,0.55,-0.49,0.035057865,16.82,ocean
45.46,0.5,-0.88,0.039557077,16.53,ocean
45.85,0.47,-0.72,0.037369583,16.89,ocean
55.34,0.16,-1.08,0.03437752,16.73,ocean
55.66,0.2,-1.09,0.03562649,16.9,ocean
47.91,0.41,-1.08,0.0345845,16.5,ocean
45.11,0.51,-0.94,0.043839434,17.19,ocean
53.21,0.28,-1.02,0.026965285,15.19,ocean
51.56,0.3,-0.83,0.035926479,17.1,ocean
52.38,0.27,-0.88,0.033583925,17.14,ocean
55.52,0.21,-1.08,0.042102321,18.25,ocean
44.73,0.51,-0.69,0.037582322,16.83,ocean
45.21,0.55,-0.06,0.038764229,17.43,ocean
55.46,0.18,-1.08,0.032843648,16.53,ocean
50.7,0.37,-0.7,0.03465612,16.78,ocean
43.11,0.58,-0.48,0.038010916,16.62,ocean
47.87,0.4,-1.05,0.036577382,17.05,ocean
53.84,0.27,-1.12,0.028355915,15.23,ocean
47.37,0.43,-0.95,0.041402459,16.74,ocean
44.35,0.54,-0.64,0.036406897,16.88,ocean
49.75,0.34,-0.92,0.040445016,18.03,ocean
49.99,0.38,-0.64,0.034691894,16.28,ocean
52.13,0.28,-0.69,0.033186345,16.97,ocean
50.83,0.36,-0.71,0.042915209,18.62,ocean
47.88,0.39,-1.08,0.035590754,17.1,ocean
47.96,0.41,-0.98,0.036757592,16.74,ocean
45.72,0.49,-0.87,0.039479011,16.82,ocean
50.97,0.36,-0.75,0.039862557,16.85,ocean
52.9,0.3,-0.93,0.039319199,18.69,ocean
52.01,0.33,-0.83,0.030242773,16.19,ocean
41.5,0.64,-0.38,0.036546459,16.68,ocean
47.8,0.4,-1.03,0.035823358,16.91,ocean
52.42,0.31,-0.93,0.030417123,15.4,ocean
49.05,0.42,-0.65,0.044857245,17.62,ocean
44.91,0.48,-0.54,0.038076043,17.23,ocean
56.19,0.18,-1.18,0.030728034,15.3,ocean
45.12,0.51,-0.83,0.039124439,16.69,ocean
51.82,0.32,-0.82,0.031232754,15.22,ocean
55.64,0.16,-1.13,0.032333472,17.1,ocean
53.85,0.28,-1.07,0.031823627,15.43,ocean
46.32,0.46,-0.9,0.040243889,16.99,ocean
48.87,0.38,-1.02,0.036761984,16.65,ocean
51.22,0.35,-0.95,0.03781992,18.18,ocean
47.32,0.42,-0.93,0.033689948,16.85,ocean
53.64,0.26,-0.87,0.03286684,17.09,ocean
36.03,0.8,-0.6,0.048941267,34.87,ocean
54.34,0.25,-0.99,0.034644175,16.96,ocean
52.21,0.29,-0.99,0.032972772,17.11,ocean
46.15,0.47,-1,0.041870958,17.06,ocean
45.16,0.5,-0.86,0.040302544,17.73,ocean
55.84,0.19,-1.06,0.028998942,15.59,ocean
54.25,0.21,-1.03,0.031199388,16.42,ocean
54.95,0.22,-1.09,0.036549129,18.14,ocean
50.76,0.36,-0.74,0.038437085,17.6,ocean
54.09,0.25,-1.04,0.030917519,15.08,ocean
41.59,0.63,-0.43,0.040739053,17.61,ocean
53.91,0.26,-1.01,0.038615988,16.89,ocean
47.6,0.42,-1.02,0.041025092,16.64,ocean
49.42,0.35,-1.13,0.034427942,16.75,ocean
58.17,0.12,-1.32,0.035786034,16.87,ocean
49.64,0.35,-1.26,0.034742784,16.75,ocean
53.1,0.25,-1.03,0.033844832,17.02,ocean
46.36,0.45,-1.02,0.038175721,17.52,ocean
52.26,0.29,-1.01,0.035343969,16.7,ocean
54.75,0.23,-1.09,0.038415005,16.77,ocean
49.81,0.4,-0.59,0.041676762,17.25,ocean
51.41,0.35,-0.91,0.034932065,17.16,ocean
48.03,0.4,-1.16,0.039363055,16.9,ocean
52.13,0.32,-0.91,0.03129704,15.38,ocean
45.51,0.5,-0.9,0.038569262,16.87,ocean
57.13,0.16,-1.23,0.03414592,17.02,ocean
56.97,0.11,-1.1,0.036414362,16.5,ocean
51.83,0.33,-0.87,0.038020707,18.53,ocean
50.26,0.33,-1.21,0.039332178,16.89,ocean
43.24,0.57,-0.71,0.040658578,17.51,ocean
43.86,0.55,-0.72,0.044080732,17.2,ocean
44.01,0.54,-0.55,0.036842005,16.58,ocean
53.29,0.27,-0.97,0.03555374,15.83,ocean
51.96,0.31,-0.69,0.034242979,16.41,ocean
44.54,0.53,-0.72,0.039541539,16.8,ocean
47.51,0.43,-0.99,0.033769352,16.75,ocean
48.17,0.4,-0.43,0.03792098,16.76,ocean
47.91,0.42,-1.05,0.036797384,17.65,ocean
41.04,0.65,-0.34,0.038226313,16.81,ocean
53.73,0.27,-1.06,0.040114906,17.78,ocean
52.53,0.31,-0.86,0.03738474,17.4,ocean
52.36,0.28,-0.97,0.03550493,16.71,ocean
42.39,0.6,-0.57,0.038860749,16.99,ocean
54.05,0.22,-1.09,0.035480537,17.31,ocean
48.03,0.41,-1.08,0.043674597,17.07,ocean
45.53,0.5,-0.91,0.037097712,16.91,ocean
52.87,0.26,-1.03,0.034906166,16.59,ocean
46.22,0.47,-0.88,0.039549939,16.91,ocean
54.09,0.26,-1.11,0.027531515,15.44,ocean
54.49,0.24,-1.09,0.029971942,15.17,ocean
49.27,0.41,-0.57,0.040603184,17.86,ocean
46.55,0.46,-0.95,0.042022438,17.11,ocean
53.35,0.27,-0.92,0.030210331,15.45,ocean
53.86,0.22,-1.05,0.03502356,17.25,ocean
51.94,0.32,-0.81,0.034577329,16.4,ocean
43.87,0.55,-0.68,0.047004406,17.07,ocean
52.08,0.31,-0.83,0.036996182,18.85,ocean
48.37,0.43,-0.34,0.041740151,17.63,ocean
53.08,0.28,-0.96,0.029294073,15.53,ocean
45.31,0.51,-0.81,0.038862108,16.9,ocean
53.79,0.27,-1.07,0.03376055,15.55,ocean
46.37,0.52,-0.29,0.039556695,16.86,ocean
48.07,0.41,-0.98,0.035132026,16.94,ocean
50.45,0.38,-0.67,0.041963294,16.65,ocean
50.69,0.38,-0.85,0.040263793,18.53,ocean
54.68,0.23,-1.11,0.031441728,15.34,ocean
45.92,0.48,-0.94,0.038559413,16.87,ocean
53.01,0.29,-1.03,0.038238201,17.97,ocean
46.19,0.47,-0.94,0.039745956,16.76,ocean
46.8,0.44,-0.89,0.042435384,16.95,ocean
49.43,0.36,-1.18,0.033840777,16.67,ocean
47.55,0.41,-0.92,0.035660105,16.73,ocean
52.38,0.3,-0.75,0.030993875,16.9,ocean
48.12,0.4,-1.02,0.0382702,17.65,ocean
53.44,0.23,-0.89,0.034056115,17.12,ocean
48.15,0.4,-1.01,0.041366368,16.82,ocean
48.95,0.35,-1.11,0.038027767,17,ocean
48,0.4,-1.1,0.035897767,16.59,ocean
52.32,0.31,-0.84,0.037507555,16.68,ocean
43.54,0.56,-0.55,0.045842168,16.78,ocean
47.63,0.42,-1.04,0.034318867,16.87,ocean
56.45,0.17,-1.15,0.02961077,16.32,ocean
54.33,0.2,-0.99,0.03395332,17.11,ocean
55.63,0.19,-1.15,0.029716452,18.08,ocean
57.15,0.15,-1.25,0.039778839,16.62,ocean
48.38,0.4,-1.09,0.03712356,16.72,ocean
45.85,0.48,-0.96,0.043061022,17.11,ocean
49.66,0.37,-0.69,0.03139714,16.61,ocean
53.77,0.22,-0.96,0.033471985,16.83,ocean
48.26,0.39,-0.99,0.033589812,16.75,ocean
53.7,0.14,-0.74,0.038683732,17.22,ocean
50.95,0.35,-0.73,0.038602863,16.81,ocean
54.04,0.26,-0.94,0.031508742,17.03,ocean
55.52,0.2,-1.06,0.036081038,16.63,ocean
55.67,0.2,-1.13,0.030388463,15.05,ocean
56.09,0.19,-1.18,0.033033069,15.23,ocean
55.08,0.19,-1.14,0.032503684,16.53,ocean
56.17,0.19,-1.1,0.032402598,16.44,ocean
55.94,0.19,-1.16,0.033602144,15.32,ocean
54.08,0.26,-1.09,0.036544054,17.67,ocean
55.72,0.19,-1.04,0.036337113,16.99,ocean
48.71,0.37,-1.05,0.038195367,16.87,ocean
53.6,0.27,-1.04,0.041059792,16.69,ocean
55.78,0.2,-1.14,0.032232235,16.31,ocean
45.64,0.49,-0.84,0.039478321,16.86,ocean
49.03,0.37,-1.22,0.036357635,17.36,ocean
44.57,0.5,-0.65,0.039784175,16.88,ocean
43.95,0.56,-0.79,0.04093351,16.71,ocean
57.24,0.15,-1.16,0.028051556,15.56,ocean
48.56,0.38,-1.06,0.037411224,16.95,ocean
44.25,0.55,-1,0.039031116,17.1,ocean
52.85,0.25,-0.93,0.036544237,17.36,ocean
53.09,0.27,-0.76,0.035756922,16.4,ocean
46,0.48,-0.92,0.037788255,17.06,ocean
45.43,0.5,-0.88,0.042249816,17.32,ocean
53.1,0.26,-0.86,0.037706289,18.68,ocean
49.2,0.43,-0.86,0.040039737,16.93,ocean
53.94,0.26,-0.89,0.038761891,16.24,ocean
56.75,0.12,-1.2,0.034409396,17.13,ocean
49.85,0.41,-0.73,0.032598509,15.21,ocean
45.81,0.48,-0.86,0.040584627,16.87,ocean
52.2,0.32,-0.97,0.041560153,18.41,ocean
47.01,0.44,-0.83,0.037542169,16.73,ocean
43.92,0.55,-0.73,0.037886496,16.83,ocean
51.73,0.29,-0.78,0.036078635,17.13,ocean
54.47,0.23,-0.98,0.03034275,15.16,ocean
48.78,0.37,-1.14,0.034989882,16.73,ocean
51.86,0.33,-0.82,0.030459776,15.33,ocean
55.02,0.19,-1.14,0.034397476,17.28,ocean
53.38,0.28,-0.83,0.029715213,15.41,ocean
46.51,0.46,-0.96,0.039054027,17.34,ocean
47.6,0.41,-1.09,0.035136283,17.08,ocean
54.42,0.23,-0.99,0.034114778,15.23,ocean
50.72,0.37,-0.86,0.040661176,17.06,ocean
40.12,-0.06,-1.05,0.032528158,17.52,ocean
57.61,0.13,-1.19,0.037454436,16.61,ocean
47.31,0.43,-1.05,0.040970463,16.75,ocean
49.65,0.35,-1.14,0.038960854,16.88,ocean
53.85,0.26,-0.93,0.032990317,17.01,ocean
36.08,0.1,-1.1,0.040279309,17.22,ocean
52.33,0.28,-1.02,0.031856066,17.16,ocean
43.5,0.56,-0.76,0.036813011,17.12,ocean
55.53,0.19,-1.06,0.035508162,19.19,ocean
50.49,0.38,-0.76,0.035469342,16.73,ocean
47.92,0.46,-0.35,0.034542264,16.34,ocean
46.73,0.46,-1,0.036548843,16.91,ocean
24.31,0.45,-1.19,0.035887683,22.02,ocean
54.09,0.21,-0.95,0.034089437,16.42,ocean
46.53,0.45,-0.86,0.038536399,16.84,ocean
49.42,0.42,-0.66,0.036764438,16.72,ocean
47.85,0.4,-1.02,0.033046262,16.62,ocean
55.55,0.2,-1.14,0.030281901,15.03,ocean
51.48,0.3,-1.22,0.03617772,16.85,ocean
47.12,0.43,-1.04,0.040199331,16.96,ocean
27.77,0.72,-0.81,0.02982315,28.2,ocean
47.86,0.41,-1.16,0.037345519,16.96,ocean
52.01,0.3,-0.98,0.031602383,17.09,ocean
55.01,0.22,-1.18,0.03552641,16.75,ocean
53.71,0.22,-0.95,0.034324314,17.06,ocean
53.11,0.29,-1.01,0.041494104,18.74,ocean
46.31,0.46,-0.87,0.042077938,16.92,ocean
50.92,0.33,-0.86,0.031662587,16.98,ocean
47.88,0.41,-1.03,0.038973481,17.02,ocean
50.44,0.32,-1.18,0.036841238,16.93,ocean
46.84,0.45,-0.96,0.03608678,17.3,ocean
56.27,0.17,-1.09,0.030646559,16.95,ocean
52.85,0.3,-1.05,0.041918604,17.78,ocean
55.06,0.23,-1.09,0.030739075,16.19,ocean
54.01,0.22,-1.12,0.037833216,17.28,ocean
42.1,0.61,-0.38,0.036511071,17.13,ocean
46.8,0.45,-1.02,0.035727253,16.88,ocean
48.46,0.4,-1.14,0.037984654,16.81,ocean
53.69,0.28,-0.98,0.039498784,16.61,ocean
45.7,0.47,-0.76,0.040431417,17.2,ocean
55.74,0.2,-1.12,0.034706445,17.09,ocean
54.46,0.2,-1.1,0.036479915,17.3,ocean
53.34,0.27,-0.88,0.035661017,17.58,ocean
50.75,0.37,-0.84,0.041696225,17.23,ocean
44.83,0.52,-0.72,0.039457357,16.75,ocean
50.5,0.31,-1.24,0.037861412,17.19,ocean
46.61,0.45,-0.86,0.03337161,16.48,ocean
50.65,0.37,-0.72,0.031456186,16.01,ocean
54.85,0.23,-1.12,0.041815869,16.39,ocean
53.97,0.26,-1.02,0.030162945,15.79,ocean
46.65,0.45,-0.9,0.042418903,16.89,ocean
54.93,0.23,-1.14,0.036569197,16.7,ocean
47.19,0.43,-0.92,0.038737054,16.87,ocean
54.09,0.25,-0.95,0.038901025,16.77,ocean
51.58,0.35,-0.89,0.042951013,16.72,ocean
47.63,0.42,-1.05,0.035965064,17.11,ocean
56.07,0.15,-1.11,0.03230413,17.13,ocean
54.91,0.23,-1.06,0.039601513,16.49,ocean
48.15,0.41,-1.13,0.042594858,16.98,ocean
48.19,0.39,-0.96,0.040571838,16.81,ocean
55.24,0.18,-1.16,0.034445984,17.23,ocean
49.48,0.35,-1.08,0.035254815,16.52,ocean
51,0.33,-0.82,0.032016489,16.87,ocean
52.48,0.31,-0.81,0.031533515,16.73,ocean
56.37,0.13,-1.13,0.033862827,16.9,ocean
52.34,0.27,-0.85,0.034479312,17.21,ocean
49.83,0.39,-0.71,0.040184418,17.04,ocean
47,0.44,-0.94,0.037430092,16.77,ocean
55.07,-0.02,-0.88,0.03602881,17.25,ocean
48.89,0.36,-1.11,0.045946075,18.51,ocean
50.89,0.36,-0.58,0.03550999,16.62,ocean
47.23,0.48,-0.37,0.04217822,17.27,ocean
46,0.48,-1.05,0.042297783,17.23,ocean
51.43,0.35,-0.9,0.03207205,16.98,ocean
48.97,0.37,-1.17,0.038722337,16.61,ocean
29.29,1.1,-0.01,0.059063634,33.61,ocean
48.46,0.37,-1.02,0.037497833,16.97,ocean
46.7,0.46,-1.05,0.040545933,17.21,ocean
50.83,0.32,-0.83,0.035844558,17.07,ocean
45,0.51,-0.69,0.037477525,16.75,ocean
54.57,0.24,-1.05,0.033042263,17.01,ocean
46.28,0.49,-0.97,0.040478416,17.74,ocean
57.7,0.13,-1.27,0.029462195,15.5,ocean
52.12,0.28,-0.92,0.037318256,17.02,ocean
49.08,0.36,-1.11,0.037941156,16.97,ocean
47.76,0.42,-1.14,0.035292027,16.91,ocean
47.47,0.41,-0.99,0.036157381,16.82,ocean
49.35,0.41,-0.52,0.042556134,17.86,ocean
47.22,0.43,-0.98,0.036848033,16.67,ocean
50.44,0.38,-0.79,0.030862075,15.29,ocean
47.26,0.43,-1.04,0.035387139,16.82,ocean
50.96,0.37,-0.71,0.03661255,17.01,ocean
46.84,0.44,-1.03,0.039798116,16.88,ocean
50.52,0.39,-0.71,0.032530047,17.24,ocean
49.85,0.35,-1.17,0.03698378,16.72,ocean
47.13,0.44,-1.05,0.034369154,16.89,ocean
42.96,0.58,-0.65,0.039912811,17.23,ocean
50.32,0.33,-1.19,0.037956758,16.86,ocean
44.7,0.52,-0.8,0.035736546,16.51,ocean
45.49,0.48,-0.85,0.040500154,17.03,ocean
54.23,0.25,-1.07,0.043058193,18.26,ocean
46.66,0.48,-0.39,0.044220349,17.47,ocean
48.14,0.4,-1.12,0.033054796,16.98,ocean
51.65,0.29,-0.88,0.031867312,16.56,ocean
51.42,0.32,-0.92,0.032528997,17.03,ocean
48.94,0.42,-0.55,0.036572769,16.52,ocean
54.8,0.24,-1.14,0.030697908,15.64,ocean
43.7,0.55,-0.49,0.036711818,16.84,ocean
46.75,0.53,-0.58,0.039015361,16.82,ocean
55.43,0.2,-1,0.040545181,18.13,ocean
48.29,0.41,-0.44,0.034873252,16.94,ocean
52.47,0.31,-0.86,0.03595506,16.29,ocean
46.44,0.45,-1.03,0.040733128,17.14,ocean
51.14,0.33,-0.86,0.03397055,17.07,ocean
45.91,0.53,-0.25,0.03998948,18.1,ocean
57.18,0.11,-1.29,0.036187609,16.94,ocean
44.05,0.53,-0.73,0.036643667,17.12,ocean
53.78,0.27,-1.06,0.028007954,15.59,ocean
53.5,0.28,-1.02,0.038658334,16.58,ocean
43.18,0.61,-0.63,0.054196228,18.67,ocean
49.55,0.42,-0.84,0.036326276,17.84,ocean
54.16,0.22,-1.08,0.037485286,17.01,ocean
48.71,0.39,-1.08,0.034873697,16.76,ocean
55.46,0.21,-1.21,0.031134348,15.27,ocean
49.18,0.37,-1.2,0.039474707,16.93,ocean
44.93,0.51,-0.82,0.042084207,16.82,ocean
45.07,0.49,-0.59,0.038320304,16.92,ocean
55.26,0.2,-0.9,0.034566605,16.52,ocean
50.47,0.39,-0.69,0.035405722,17.21,ocean
54.58,0.24,-1.01,0.036169015,16.53,ocean
53.66,0.27,-0.98,0.037706983,16.57,ocean
49.53,0.34,-1.13,0.040481366,16.71,ocean
49.72,0.38,-0.78,0.038132072,17.04,ocean
52.69,0.27,-0.97,0.03598092,17.18,ocean
46.95,0.44,-1.01,0.038147321,17.02,ocean
54.54,0.23,-1.1,0.037627009,17.75,ocean
54.73,0.23,-1.06,0.030739709,14.97,ocean
55.49,0.2,-1.04,0.031031622,15.12,ocean
46.46,0.47,-0.91,0.036423409,16.7,ocean
51.3,0.31,-0.86,0.035397212,17.34,ocean
53.25,0.28,-0.93,0.030641357,16.02,ocean
48,0.4,-1.07,0.036196703,16.72,ocean
53.63,0.23,-1.03,0.034399805,16.7,ocean
48.34,0.39,-1.03,0.037138139,16.8,ocean
56.21,0.13,-1.2,0.034671026,17.27,ocean
53.58,0.26,-0.76,0.035888587,16.57,ocean
53.16,0.28,-0.89,0.037148349,17.71,ocean
51.61,0.3,-0.99,0.034071856,17.11,ocean
51.31,0.35,-0.75,0.030665416,16.22,ocean
46.31,0.46,-0.99,0.03523747,17.29,ocean
54.74,0.23,-1.01,0.029882753,15.75,ocean
55.02,0.23,-1.09,0.033002993,16.5,ocean
44.97,0.5,-0.7,0.040343258,16.74,ocean
39.39,0.71,-0.17,0.035265098,17.36,ocean
48.72,0.38,-1.13,0.039549151,16.84,ocean
46.8,0.51,-0.28,0.045805224,18.4,ocean
52.28,0.27,-0.88,0.032487812,16.64,ocean
55.31,0.21,-1.05,0.044507998,16.68,ocean
45.79,0.48,-0.91,0.037308122,16.91,ocean
55.24,0.21,-0.95,0.031841409,16.91,ocean
46.86,0.45,-0.87,0.041104989,17.12,ocean
46.44,0.52,-0.43,0.042679214,17.54,ocean
48.14,0.46,-0.48,0.032384105,15.4,ocean
48.75,0.45,-0.61,0.034584774,18.39,ocean
49.66,0.41,-0.77,0.040613626,18.72,ocean
55.66,0.17,-1.13,0.034026391,16.54,ocean
44.61,0.53,-0.89,0.034818446,17.09,ocean
51.62,0.34,-0.82,0.043220424,17.63,ocean
54,0.26,-1.04,0.034754778,15.91,ocean
53.78,0.23,-0.93,0.033728197,17.14,ocean
44.49,0.53,-0.72,0.036872248,16.91,ocean
51.04,0.3,-0.64,0.035375544,17.18,ocean
49.03,0.37,-1.09,0.03462598,16.64,ocean
45.69,0.48,-0.94,0.039973991,16.96,ocean
52.92,0.29,-0.97,0.039801306,17.3,ocean
48.74,0.39,-1.03,0.037226658,16.54,ocean
51.56,0.35,-0.99,0.039483982,16.74,ocean
45.04,0.51,-0.79,0.037510668,17.13,ocean
49.97,0.41,-0.76,0.041694979,17.73,ocean
47.73,0.41,-0.97,0.036301506,16.62,ocean
49.27,0.36,-1.07,0.037829526,16.92,ocean
53.03,0.28,-0.81,0.039636219,16.72,ocean
46.77,0.44,-0.89,0.035910534,16.93,ocean
54.14,0.22,-0.97,0.03703124,16.8,ocean
54.58,0.24,-1,0.03826439,16.4,ocean
53.45,0.24,-0.98,0.034197574,17.03,ocean
44.42,0.54,-0.8,0.037042187,16.85,ocean
56.64,0.17,-1.09,0.034381091,16.7,ocean
48.28,0.41,-0.82,0.035430051,17.7,ocean
41.66,0.61,-0.34,0.04654524,17.48,ocean
55.94,0.14,-1.07,0.032674492,16.64,ocean
47.15,0.43,-1.04,0.038541521,16.95,ocean
47.89,0.41,-1.07,0.040532517,16.65,ocean
45.97,0.48,-0.88,0.03632531,16.88,ocean
53.51,0.24,-0.99,0.033062567,16.61,ocean
45.41,0.49,-0.75,0.036776879,16.67,ocean
55,0.23,-1.04,0.032357642,16.87,ocean
